arch,seed,checkpoint,contrast,pair_id,n_tokens_a,n_tokens_b,gain_delta,true_delta,unrelated_delta,excess_true_cost
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_011984,1,1,0.6758785247802734,0.15635204315185547,0.8322305679321289,-0.6758785247802734
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_011985,1,1,-0.30105209350585915,1.4122095108032227,1.1111574172973633,0.3010520935058594
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_012031,2,2,-1.988940954208374,0.44012951850891113,-1.548811435699463,1.988940954208374
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_012174,1,1,-0.3257722854614262,-0.43067264556884766,-0.7564449310302734,0.3257722854614258
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_012283,2,2,0.7424960136413574,-0.30864834785461426,0.43384766578674316,-0.7424960136413574
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_012400,1,1,-1.4155683517456055,1.011246681213379,-0.40432167053222656,1.4155683517456055
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_012498,1,1,-1.2904396057128906,-0.4296598434448242,-1.7200994491577148,1.2904396057128906
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_012604,2,2,-2.0305614471435547,1.7564702033996564,-0.2740912437438965,2.030561447143553
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_012659,2,2,-3.0363619327545166,1.2979421615600586,-1.738419771194458,3.0363619327545166
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_012682,2,2,0.29465705156326294,-0.17842501401901245,0.11623203754425049,-0.29465705156326294
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_012741,2,2,0.5283875465393066,0.13985061645507812,0.6682381629943848,-0.5283875465393066
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_012837,1,1,-5.332736968994141,3.9729042053222656,-1.359832763671875,5.332736968994141
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_012886,1,1,-2.410027503967285,-1.271366834640503,-3.681394338607788,2.410027503967285
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_012911,2,2,-1.5057311058044438,0.36222076416015625,-1.143510341644287,1.5057311058044434
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_012965,2,2,0.10943055152893066,1.8564002513885498,1.9658308029174805,-0.10943055152893066
